"objectid","parking_space_id","post_id","ms_pay_station_id","ms_space_num","sensor_flag","on_offstreet_type","osp_id","jurisdiction","pm_district_id","blockface_id","active_meter_flag","reason_code","smart_meter_flag","meter_type","meter_vendor","meter_model","cap_color","pco_beat","old_rate_area","street_id","street_name","street_num","parity_digit_position","street_seg_ctrln_id","orientation","longitude","latitude","legislation_ref","legislation_dt","work_order","comments","collection_route","collection_subroute","pmr_route","nfc_key","spt_code","collection_route_desc","collection_subroute_desc","shape","data_as_of","data_loaded_at","analysis_neighborhood","supervisor_district",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq"
"153730",,"411-01140","411-01002","14",,"ON",,"SFMTA","3","411012","M","-",,"MS","MacKay","Tango","Yellow",,,"411","FELL ST","114",,"5440000",,"-122.4200838019","37.776362200200005",,,,,"M-411","M411-3","J-5",,,"Gough St: Oak St: Fell St","Fell St. Unit - 300","POINT (-122.420083802 37.7763622)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Hayes Valley","5","9","21","21","4","11"
"160476",,"837-10120","-","0",,"ON",,"PORT","11","837102","U","UG",,"-","-","-","-",,,"837","FRONT ST","1012",,"5877000",,"-122.40026019860001","37.8010913012",,,,,,,"Port 1",,,,,"POINT (-122.400260199 37.801091301)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","77","77","6","3"
"160174",,"720-03411","720-03410","1",,"ON",,"SFMTA","1","720031","M","-",,"MS","MacKay","Tango","Black",,,"720","WASHINGTON ST","341",,"13405000",,"-122.4001537987","37.7958672018",,,,,"M-222","M222-2","G-2",,,"Washington St: 200 - 400","Washington St: 200, 300, 500","POINT (-122.400153799 37.795867202)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","108","108","6","3"
"154965",,"847-02170","-","0",,"ON",,"PORT","6","847021","U","U9",,"-","-","-","-",,,"847","JEFFERSON ST","217",,"7457000",,"-122.4164942016","37.808075997",,,,,,,"Port 1",,,,,"POINT (-122.416494202 37.808075997)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","99","99","6","3"
"153446",,"664-12180","664-12002","18",,"ON",,"SFMTA","12","664122","M","-",,"MS","MacKay","Elite","Yellow",,,"664","STOCKTON ST","1218",,"12208000",,"-122.4084447023","37.7971818027",,,,,"M-206","M206-3","G-3",,,"Stockton St: Green St:Vallejo","Vallejo St: 600","POINT (-122.408444702 37.797181803)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Chinatown","3","6","104","104","6","3"
"157637",,"562-06260","-","0",,"ON",,"SFMTA","13","562062","M","-",,"SS","IPS","M5","Grey",,,"562","MASON ST","626",,"8807000",,"-122.4103099999","37.7896783006",,,,,"212","212-6","J-2",,,"Jones St: Unit - 800","Mason: Unit - 600","POINT (-122.41031 37.789678301)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Nob Hill","3","21","19","19","6","3"
"150223",,"208-01530","-","0",,"ON",,"SFMTA","14","208011","M","-",,"SS","MacKay","mkBeacon","Green",,,"208","08TH ST","153",,"408000",,"-122.4118320976","37.7765189976",,,,,"407","407-1","N-2",,,"4th St: Unit 400 5th St:","4th St","POINT (-122.411832098 37.776518998)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"154951",,"472-06160","-","0",,"ON",,"SFMTA","15","472062","M","-",,"SS","IPS","M5","Grey",,,"472","HYDE ST","616",,"7121000",,"-122.41646609989999","37.7867813975",,,,,"413","413-2","E-2",,,"Hyde St: Unit - 1000","Hyde Unit-600","POINT (-122.4164661 37.786781398)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","3","36","50","50","6","10"
"159133",,"663-15220","-","0",,"ON",,"SFMTA","5","663152","M","-",,"SS","IPS","M5","Grey",,,"663","STEINER ST","1522",,"12133000",,"-122.4344091003","37.7837087986",,,,,"102","102-53","C-3",,,"Fillmore Flats: 1000 - 1500","Fillmore Flats:Post-Geary","POINT (-122.4344091 37.783708799)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Western Addition","5","39","97","97","4","11"
"152821",,"611-00640","-","0",,"ON",,"SFMTA","23","611002","M","-",,"SS","MacKay","mkBeacon","Green",,,"611","PARNASSUS AVE","64",,"10286000",,"-122.4496555978","37.764934900099995",,,,,"122","122-3","A-3",,,"Haight St: Stanyan St: Masonic","Haight: Cole","POINT (-122.449655598 37.7649349)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Haight Ashbury","8","3","29","29","7","11"
"160962",,"472-03310","472-03001","31",,"ON",,"SFMTA","15","472031","T","UK",,"MS","MacKay","Tango","Black",,,"472","HYDE ST","331",,"7117000",,"-122.4161099025","37.7842790027",,,,,"M-413","M413-1","E-1",,,"Hyde St: Unit, 300, 900","Hyde St: Unit, 300, 900","POINT (-122.416109903 37.784279003)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","5","36","20","20","5","10"
"161498",,"386-02045","386-02040","5",,"ON",,"SFMTA","1","386022","T","U8",,"MS","MacKay","Elite","Black",,,"386","DRUMM ST","204",,"4972000",,"-122.3966678993","37.7956682992",,,,,"DPT MOS","DPT MOS","G-2",,,,,"POINT (-122.396667899 37.795668299)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","108","108","6","3"
"156746",,"440-52120","-","0",,"ON",,"SFMTA","21","440522","M","-",,"SS","IPS","M5","Green",,,"440","GEARY BLVD","5212",,"6073201",,"-122.4755879992","37.7806450006",,,,,"118","118-2","B-3",,,"Geary St: 5000 - 5200","Geary","POINT (-122.475587999 37.780645001)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Outer Richmond","1","29","5","5","8","4"
"156440",,"104-02810","-","0",,"ON",,"SFMTA","9","104021","M","-",,"SS","IPS","M5","Grey",,,"104","04TH AVE","281",,"240000",,"-122.46238170170001","37.7834834986",,,,,"125","125-2","B-1",,,"Clement St: Unit - 1100","Clement","POINT (-122.462381702 37.783483499)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Inner Richmond","1","11","5","5","8","4"
"152999",,"689-01080","-","0",,"ON",,"SFMTA","1","689012","U","U2",,"-","-","-","-",,,"689","TEHAMA ST","108",,"12473000",,"-122.3980644976","37.7860964005",,,,,,,"M-2",,,,,"POINT (-122.398064498 37.7860964)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","32","32","1","10"
"160439",,"585-02220","-","0",,"ON",,"SFMTA","6","585022","T","UB",,"SS","IPS","M5","Grey",,,"585","NORTH POINT ST","222",,"9688000",,"-122.4114084986","37.806918702000004",,,,,"201","201-54","F-1",,,"Fishermans Wharf","Fishermans Wharf","POINT (-122.411408499 37.806918702)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","99","99","6","3"
"158703",,"616-17090","-","0",,"ON",,"SFMTA","12","616171","M","UV",,"SS","IPS","M5","Grey",,,"616","POWELL ST","1709",,"10696000",,"-122.4109633022","37.800501701300007",,,,,"206","206-3","G-4",,,"Powell St: 1000 - 1700","Powell: 1000-17000","POINT (-122.410963302 37.800501701)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Chinatown","3","6","107","107","6","3"
"154107",,"209-03070","-","0",,"ON",,"SFMTA","14","209031","M","-",,"SS","IPS","M5","Yellow",,,"209","09TH ST","307",,"454000",,"-122.4113134981","37.773641300300007",,,,,"DPT MOS","DPT MOS","N-2",,,,,"POINT (-122.411313498 37.7736413)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"153125",,"701-07220","701-07002","22",,"ON",,"SFMTA","3","701072","T","UX",,"MS","MacKay","Elite","Grey",,,"701","VAN NESS AVE","722",,"13149201",,"-122.4206020997","37.7826320984",,,,,"M-410","M410-2","J-3",,,"Van Ness Ave: Unit - 700","Van Ness Ave. Unit - 700","POINT (-122.4206021 37.782632098)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","5","36","20","20","4","10"
"155369",,"568-51550","-","0",,"ON",,"SFMTA","35","568513","U","U1",,"-","-","-","-",,,"568","MISSION ST","5155",,"9178000",,"-122.4411123153","37.7161812072",,,,,,,"O-2",,,,,"POINT (-122.441112315 37.716181207)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Excelsior","11","7","58","58","9","1"
"151816",,"202-07070","-","0",,"ON",,"SFMTA","2","202071","U","U3",,"-","-","-","-",,,"202","02ND ST","707",,"148000",,"-122.3902172984","37.780464901500004",,,,,,,"M-3",,,,,"POINT (-122.390217298 37.780464901)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission Bay","6","4","31","31","1","10"
"158994",,"328-01360","-","0",,"ON",,"SFMTA","1","328012","U","U9",,"SS","IPS","M5","Grey",,,"328","BEALE ST","136",,"2864000",,"-122.3950267003","37.790404100799996",,,,,,,"M-1",,,,,"POINT (-122.3950267 37.790404101)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","32","32","1","10"
"161139",,"666-20030","-","0",,"ON",,"SFMTA","5","666201","M","UY",,"SS","MacKay","mkBeacon","Grey",,,"666","SUTTER ST","2003",,"12339000",,"-122.4334133973","37.7860134979",,,,,"101","101-52","C-4",,,"Fillmore Hills: 2400 -1700","Fillmore: 2400-1700 Sutt: 2400","POINT (-122.433413397 37.786013498)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Japantown","5","15","103","103","4","11"
"159062",,"614-22030","-","0",,"ON",,"SFMTA","18","614221","M","-",,"SS","MacKay","mkBeacon","Grey",,,"614","POST ST","2203",,"10651000",,"-122.43817879980001","37.7844428019",,,,,"103","103-2","C-1",,,"Divisadero St: Sacramento St","Divisadero - Sacramento","POINT (-122.4381788 37.784442802)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Japantown","5","15","103","103","4","11"
"157954",,"568-31140","-","0",,"ON",,"SFMTA","29","568312","M","-",,"SS","IPS","M5","Grey",,,"568","MISSION ST","3114",,"9129000",,"-122.4186413993","37.7476885979",,,,,"307","307-2","R-5",,,"Mission St: 3100 - 3500","29th / Duncan / Mission / Valenc","POINT (-122.418641399 37.747688598)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Bernal Heights","9","2","83","83","9","2"
"157605",,"205-03330","-","0",,"ON",,"SFMTA","2","205031","U","UC",,"SS","IPS","M5","Grey",,,"205","05TH ST","333",,"300002",,"-122.4025235024","37.779694800200005",,,,,,,"N-4",,,,,"POINT (-122.402523502 37.7796948)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"161095",,"546-02140","-","0",,"ON",,"SFMTA","13","546022","M","-",,"SS","IPS","M5","Grey",,,"546","LEAVENWORTH ST","214",,"8240000",,"-122.4140758996","37.7833022986",,,,,"413","413-4","J-3",,,"Hyde St: Unit - 1000","Leavenworth Unit-300","POINT (-122.4140759 37.783302299)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","5","36","20","20","5","10"
"157905",,"841-00180","-","0",,"ON",,"PORT","11","841002","M","-",,"SS","MacKay","mkBeacon","Grey",,,"841","GREEN ST","18",,"6438001",,"-122.3996828978","37.8007433013",,,,,"606","606-5","Port 1",,,"Green St; Vallejo St; Front St","Green","POINT (-122.399682898 37.800743301)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","77","77","6","3"
"158996",,"681-27050","-","0",,"ON",,"SFMTA","6","681271","M","UV",,"SS","IPS","M5","Yellow",,,"681","TAYLOR ST","2705",,"12465000",,"-122.4157276989","37.8074873974",,,,,"201","201-52","F-1",,,"Fishermans Wharf","Fishermans Wharf","POINT (-122.415727699 37.807487397)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","99","99","6","3"
"156208",,"327-03380","-","0",,"ON",,"SFMTA","12","327032","M","-",,"SS","IPS","M5","Grey",,,"327","BROADWAY","338",,"3147000",,"-122.4034977981","37.7983512011",,,,,"203","203-2","G-1",,,"Broadway St: Unit - 800","Broadway","POINT (-122.403497798 37.798351201)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","106","106","6","3"
"157196",,"700-05360","-","0",,"ON",,"SFMTA","4","700052","M","UY",,"SS","MacKay","mkBeacon","Red",,,"700","VALENCIA ST","536",,"13060000",,"-122.4218998027","37.7639250987",,,,,"301","301-2","R-2",,,"Valencia 24th St 400 - 1200","Valencia: McCoppin - 24th St","POINT (-122.421899803 37.763925099)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","37","37","3","5"
"158960",,"119-03960","-","0",,"ON",,"SFMTA","21","119032","M","-",,"SS","IPS","M5","Green",,,"119","19TH AVE","396",,"904000",,"-122.4782558025","37.780676701000004",,,,,"118","118-2","B-3",,,"Geary St: 5000 - 5200","Geary","POINT (-122.478255803 37.780676701)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Outer Richmond","1","29","5","5","8","4"
"154191",,"606-16380","-","0",,"ON",,"SFMTA","15","606162","M","-",,"SS","IPS","M5","Grey",,,"606","PINE ST","1638",,"10478000",,"-122.4234681015","37.7893106983",,,,,"115","115-2","D-1",,,"California: 1400 - 1700","California: 1400-1700","POINT (-122.423468102 37.789310698)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Western Addition","2","39","102","102","4","6"
"151948",,"445-00810","-","0",,"ON",,"SFMTA","12","445001","M","-",,"SS","IPS","M5","Grey",,,"445","GREEN ST","81",,"6439000",,"-122.4007668008","37.8004824006",,,,,"203","203-4","G-1",,,"Broadway St: Unit - 800","Battery: 800 - 1200","POINT (-122.400766801 37.800482401)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","77","77","6","3"
"150581",,"209-01180","-","0",,"ON",,"SFMTA","14","209012","M","-",,"SS","IPS","M5","Grey",,,"209","09TH ST","118",,"448000",,"-122.41434911639999","37.7758180068",,,,,"DPT MOS","DPT MOS","N-2",,,,,"POINT (-122.414349116 37.775818007)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"154301",,"440-34200","-","0",,"ON",,"SFMTA","20","440342","U","U1",,"SS","IPS","M5","Green",,,"440","GEARY BLVD","3420",,"6055201",,"-122.4563297999","37.781514500200004",,,,,,,"B-1",,,,,"POINT (-122.4563298 37.7815145)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Presidio Heights","2","31","11","11","8","6"
"154609",,"665-00080","-","0",,"ON",,"SFMTA","1","665002","U","U3",,"-","-","-","-",,,"665","STEUART ST","8",,"12158001",,"-122.3944652022","37.7941454974",,,,,,,"M-1",,,,,"POINT (-122.394465202 37.794145497)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","108","108","6","10"
"152265",,"569-22250","-","0",,"ON",,"SFMTA","16","569221","M","-",,"SS","IPS","M5","Red",,,"569","MARKET ST","2225",,"8766101",,"-122.4316151996","37.765212799299995",,,,,"305","305-1","R-1",,,"Market St: 1600-2300 Castro St","19th St / Castro / Market","POINT (-122.4316152 37.765212799)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Castro/Upper Market","8","5","38","38","3","5"
"153256",,"217-14050","-","0",,"ON",,"SFMTA","42","217141","M","-",,"SS","MacKay","mkBeacon","Grey",,,"217","17TH ST","1405",,"776000",,"-122.3980546037","37.7650240531",,,,,"418","418-3","S-1",,,,,"POINT (-122.398054604 37.765024053)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Potrero Hill","10","26","54","54","1","9"
"158138",,"218-41090","-","0",,"ON",,"SFMTA","16","218411","M","UV",,"SS","IPS","M5","Grey",,,"218","18TH ST","4109",,"892000",,"-122.43539690200001","37.7608126019",,,,,"305","305-3","R-1",,,"Market St: 1600-2300 Castro St","18th St / Diamond","POINT (-122.435396902 37.760812602)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Castro/Upper Market","8","5","38","38","3","5"
"161288",,"701-21190","-","0",,"ON",,"SFMTA","15","701211","T","U5",,"SS","IPS","M5","Grey",,,"701","VAN NESS AVE","2119",,"13163101",,"-122.4234941208","37.7953308019",,,,,"410","410-3","D-2",,,"Van Ness Ave: 200 - 2100","Van Ness 600","POINT (-122.423494121 37.795330802)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Pacific Heights","2","30","102","102","4","6"
"158828",,"916-00800","-","0",,"OFF",,"SFMTA","7","607322","U","UE",,"SS","IPS","M5","Grey",,,"607","PIERCE ST","3252",,"10445000",,"-122.43910299960001","37.800192297300008",,,,,,,"F-2",,,,,"POINT (-122.439103 37.800192297)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Marina","2","13","17","17","4","6"
"151245",,"820-01110","-","0",,"ON",,"PORT","2","820011","M","-",,"SS","IPS","M5","Grey",,,"820","BRYANT ST","111",,"3276000",,"-122.389140302","37.7865160991",,,,,"607","607-3","Port 2",,,"Beale st and Delancy St","Beale St 500","POINT (-122.389140302 37.786516099)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","31","31","1","10"
"159342",,"219-34190","-","0",,"ON",,"SFMTA","4","219341","M","-",,"SS","IPS","M5","Grey",,,"219","19TH ST","3419",,"973000",,"-122.4200650991","37.7601366014",,,,,"334","334-2","R-3",,,"Mission St: 2100 - 2400","Mission 2100-2400","POINT (-122.420065099 37.760136601)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","53","53","3","2"
"152080",,"666-05070","-","0",,"ON",,"SFMTA","13","666051","M","-",,"SS","IPS","M5","Yellow",,,"666","SUTTER ST","507",,"12323000",,"-122.4089202021","37.7891214014",,,,,"209","209-3","I-3",,,"Bush St: 100 - 900 Sutter St","Sutter: Unit - 800","POINT (-122.408920202 37.789121401)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Nob Hill","3","21","19","19","6","3"
"157177",,"911-00380","-","0",,"OFF",,"SFMTA","24","108131","U","U1",,"-","-","-","-",,,"108","08TH AVE","1325",,"396000",,"-122.4655072016","37.763680397399995",,,,,,,"A-4",,,,,"POINT (-122.465507202 37.763680397)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Inner Sunset","7","14","109","109","10","11"
"150878",,"336-15190","-","0",,"ON",,"SFMTA","15","336151","M","-",,"SS","IPS","M5","Yellow",,,"336","BUSH ST","1519",,"3445000",,"-122.4227250011","37.7883228016",,,,,"114","114-1","D-1",,,"Bush: 1100 - 1500","Bush: 1100-1500","POINT (-122.422725001 37.788322802)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Western Addition","2","39","100","100","4","6"
"158434",,"208-05290","-","0",,"ON",,"SFMTA","42","208051","M","-",,"SS","MacKay","mkBeacon","Grey",,,"208","08TH ST","529",,"416000",,"-122.4062314999","37.772045497700006",,,,,"418","418-2","S-1",,,"Brannan St: 700 - 900 9th St","9th-11th Brannan Bryant Harrison","POINT (-122.4062315 37.772045498)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","33","33","1","10"
"160427",,"443-08040","443-08002","4",,"ON",,"SFMTA","3","443082","T","UD",,"MS","MacKay","Tango","Green",,,"443","GOUGH ST","804",,"6325000",,"-122.4236750004","37.7807569996",,,,,"M-411","M411-1","J-3",,,"Gough St: Oak St: Fell St","Gough St. 800 - 1400","POINT (-122.423675 37.780757)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Western Addition","2","39","100","100","4","11"
"152397",,"657-24380","-","0",,"ON",,"SFMTA","33","657242","M","-",,"SS","IPS","M5","Green",,,"657","SAN BRUNO AVE","2438",,"11373000",,"-122.4052713026","37.731485099400004",,,,,"310","310-2","O-4",,,"San Bruno Ave: 2400 - 2700","San Bruno","POINT (-122.405271303 37.731485099)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Portola","9","25","91","91","2","2"
"161384",,"333-14070","-","0",,"ON",,"SFMTA","33","333141","M","-",,"SS","IPS","M5","Grey",,,"333","BAY SHORE BLVD","1407",,"2811000",,"-122.4017037154","37.7265506397",,,,,"310","310-3","O-4",,,"San Bruno Ave: 2400 - 2700","Bayshore BLVD 1400-1500","POINT (-122.401703715 37.72655064)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Bayview Hunters Point","10","1","86","86","2","9"
"153527",,"470-08690","-","0",,"ON",,"SFMTA","1","470081","M","-",,"SS","IPS","M5","Grey",,,"470","HOWARD ST","869",,"7039001",,"-122.4042007995","37.781961300300004",,,,,"DPT MOS","DPT MOS","N-3",,,,,"POINT (-122.404200799 37.7819613)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"159509",,"470-08130","-","0",,"ON",,"SFMTA","1","470081","M","-",,"SS","MacKay","mkBeacon","Green",,,"470","HOWARD ST","813",,"7039001",,"-122.40305679820001","37.7828651992",,,,,"431","431-1","N-3",,,"Howard St: 800 - 1600","Howard 1400-900","POINT (-122.403056798 37.782865199)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"158748",,"360-09380","-","0",,"ON",,"SFMTA","9","360092","M","-",,"SS","IPS","M5","Grey",,,"360","CLEMENT ST","938",,"4159000",,"-122.46960690220001","37.782783900300004",,,,,"125","125-2","B-2",,,"Clement St: Unit - 1100","Clement","POINT (-122.469606902 37.7827839)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Inner Richmond","1","11","5","5","8","4"
"160945",,"352-05450","-","0",,"ON",,"SFMTA","16","352051","M","UV",,"SS","IPS","M5","Grey",,,"352","CASTRO ST","545",,"3791000",,"-122.434776024","37.7595859781",,,,,"305","305-1","R-1",,,"Market St: 1600-2300 Castro St","19th St / Castro / Market","POINT (-122.434776024 37.759585978)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Castro/Upper Market","8","5","38","38","3","5"
"158571",,"549-21040","-","0",,"ON",,"SFMTA","7","549212","T","UD",,"SS","MacKay","mkBeacon","Grey",,,"549","LOMBARD ST","2104",,"8460201",,"-122.4363408999","37.7999168009",,,,,"DPT MOS","DPT MOS","F-2",,,,,"POINT (-122.4363409 37.799916801)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Marina","2","13","17","17","4","6"
"158600",,"680-07090","-","0",,"ON",,"SFMTA","26","680071","T","UX",,"SS","IPS","M5","Grey",,,"680","TARAVAL ST","709",,"12393000",,"-122.47400530029999","37.743041201400004",,,,,"321","321-1","A-2",,,"Taraval St: 400 - 1800","Taraval","POINT (-122.4740053 37.743041201)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","West of Twin Peaks","7","41","46","46","10","8"
"150796",,"104-03910","-","0",,"ON",,"SFMTA","9","104033","M","-",,"SS","IPS","M5","Grey",,,"104","04TH AVE","391",,"241000",,"-122.4622321015","37.7814175998",,,,,"126","126-2","B-1",,,"Geary St: 2400 - 4800","Geary2600-3100","POINT (-122.462232101 37.7814176)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Inner Richmond","1","11","5","5","8","4"
"160130",,"821-05030","-","0",,"ON",,"PORT","2","821051","M","-",,"SS","IPS","M5","Grey",,,"821","BEALE ST","503",,"2868000",,"-122.3893181995","37.7860718024",,,,,"607","607-3","Port 2",,,"Beale st and Delancy St","Beale St 500","POINT (-122.3893182 37.786071802)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","31","31","1","10"
"159646",,"614-22380","-","0",,"ON",,"SFMTA","18","614222","U","UB",,"SS","MacKay","mkBeacon","Grey",,,"614","POST ST","2238",,"10651000",,"-122.43946670160001","37.7844142978",,,,,,,"C-1",,,,,"POINT (-122.439466702 37.784414298)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Japantown","5","15","103","103","4","11"
"152529",,"568-00500","-","0",,"ON",,"SFMTA","1","568004","T","UV",,"SS","IPS","M5","Grey",,,"568","MISSION ST","50",,"9083000",,"-122.3939326999","37.7927362983",,,,,"DPT MOS","DPT MOS","M-1",,,,,"POINT (-122.3939327 37.792736298)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","108","108","6","10"
"161101",,"658-01970","-","0",,"ON",,"SFMTA","1","658011","M","-",,"SS","IPS","M5","Yellow",,,"658","SPEAR ST","197",,"12045000",,"-122.39258939930001","37.7914685019",,,,,"DPT MOS","DPT MOS","M-1",,,,,"POINT (-122.392589399 37.791468502)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","108","108","1","10"
"161998",,"591-25030","-","0",,"ON",,"SFMTA","31","591251","M","-",,"SS","IPS","M5","Grey",,,"591","OCEAN AVE","2503",,"9847000",,"-122.4724448973","37.731233999900006",,,,,"319","319-1","O-1",,,"Ocean ave: 2300-2600 Holloway","Ocean 2400-2600","POINT (-122.472444897 37.731234)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","West of Twin Peaks","7","41","62","62","10","8"
"156170",,"339-01320","-","0",,"ON",,"SFMTA","2","339012","T","UC",,"SS","IPS","M5","Grey",,,"339","BERRY ST","132",,"2953000",,"-122.3920617026","37.776896898500006",,,,,"DPT MOS","DPT MOS","N-4",,,,,"POINT (-122.392061703 37.776896898)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission Bay","6","4","34","34","1","10"
"153419",,"415-23140","-","0",,"ON",,"SFMTA","5","415232","M","-",,"SS","MacKay","mkBeacon","Yellow",,,"415","FILLMORE ST","2314",,"5555000",,"-122.4342311022","37.7911873002",,,,,"101","101-52","C-4",,,"Fillmore Hills: 2400 -1700","Fillmore: 2400-1700 Sutt: 2400","POINT (-122.434231102 37.7911873)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Pacific Heights","2","30","102","102","4","6"
"153014",,"440-00330","-","0",,"ON",,"SFMTA","1","440001","M","-",,"SS","IPS","M5","Yellow",,,"440","GEARY ST","33",,"6107000",,"-122.4047424995","37.7877490994",,,,,"211","211-1","I-3",,,"Post St: Unit-600 Geary St","Post: Unit - 600","POINT (-122.4047425 37.787749099)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","19","19","6","3"
"159894",,"440-07200","-","0",,"ON",,"SFMTA","13","440072","M","-",,"SS","IPS","M5","Red",,,"440","GEARY ST","720",,"6115000",,"-122.4156204999","37.7864776988",,,,,"113","113-2","E-2",,,"Post - Geary - O Farrell","Post-Geary-Offarrell","POINT (-122.4156205 37.786477699)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","3","36","50","50","6","10"
"157750",,"350-36380","-","0",,"ON",,"SFMTA","19","350362","M","UV",,"SS","MacKay","mkBeacon","Grey",,,"350","CALIFORNIA ST","3638",,"3570000",,"-122.4547594001","37.7863209014",,,,,"103","103-1","C-2",,,"Divisadero St: Sacramento St","California - Spruce - Laural","POINT (-122.4547594 37.786320901)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Presidio Heights","2","31","10","10","8","6"
"156808",,"207-02470","-","0",,"ON",,"SFMTA","14","207021","M","-",,"SS","IPS","M5","Yellow",,,"207","07TH ST","247",,"371000",,"-122.4082210005","37.7771728978",,,,,"DPT MOS","DPT MOS","N-3",,,,,"POINT (-122.408221001 37.777172898)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
